"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","5622","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","7","3","1","4.927706","0","29"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","8","1","1","5.888251","0","28"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","9","1","1","5.815514","0","35"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","72","22","6","44.937584","8","380"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","21","2","1","15.803184","0","214"
"/Interchange/gltf/M_Opaque.M_Opaque","0","256","30","8","183.240753","0","2041"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","8","8","1","6.041672","0","11"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","8","4","1","6.034050","0","23"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","9","1","1","5.856568","0","41"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","10","3","1","6.558256","0","52"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","7","2","1","5.027514","0","18"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","12","1","1","7.185281","0","54"
"/Interchange/gltf/M_Translucent.M_Translucent","0","232","17","8","1036.189209","0","2020"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","73","5","1","54.001133","0","834"
"/Interchange/gltf/M_Sheen.M_Sheen","0","128","17","4","109.423714","0","1363"
"/Interchange/gltf/M_Transmission.M_Transmission","0","124","13","4","564.124329","0","635"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","105","9","1","71.984695","0","2012"
"/Interchange/gltf/M_Unlit.M_Unlit","0","38","4","2","23.280155","0","281"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","15","6","1","10.006625","0","106"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","8","2","1","7.155388","0","33"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","73","4","1","50.890095","0","1124"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","18","1","1","14.914560","0","80"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","32","5","1","22.459105","0","354"
"/Engine/VREditor/TransformGizmo/Main.Main","0","8","3","1","6.112999","0","29"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","18","7","1","14.062254","0","102"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","18","2","1","14.515656","0","130"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","18","1","1","14.679181","0","98"
"/USDImporter/Materials/UsdPreviewSurface.UsdPreviewSurface","0","166","11","2","129.705536","0","1709"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","18","18","1","15.071276","0","32"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","28","1","1","78.709000","0","207"
"/USDImporter/Materials/UsdPreviewSurfaceVT.UsdPreviewSurfaceVT","0","166","2","2","119.393227","0","2211"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","18","3","1","13.517801","0","136"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","19","2","1","16.536129","0","118"
"/USDImporter/Materials/DisplayColor.DisplayColor","0","142","3","2","103.021652","0","1226"
"/USDImporter/Materials/DisplayColorAndOpacity.DisplayColorAndOpacity","0","190","8","2","131.178711","0","3676"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","150","9","1","93.816353","0","2579"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","7","7","1","4.850463","0","7"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","18","1","1","13.070407","0","131"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","96","6","1","96.944443","0","2212"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","30","3","1","24.110401","0","285"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","64","3","1","58.699383","0","815"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","56","9","2","43.556931","0","304"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","9","1","1","5.500491","0","29"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","90","7","1","72.024971","0","1126"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","7","7","1","5.065299","0","10"
"/Game/Material/M_CheckPoint.M_CheckPoint","0","18","5","1","13.078825","0","48"
"/Game/Material/M_ThroughCheckPoint.M_ThroughCheckPoint","0","18","9","1","13.475698","0","61"
"/Game/Material/Gold.Gold","0","18","2","1","12.725159","0","83"
"/Game/Material/M_Black.M_Black","0","18","7","1","12.149099","0","60"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","150","1","1","97.845421","0","2299"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","9","3","1","5.289364","0","29"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","32","16","1","19.161285","0","147"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","42","2","1","71.690750","0","235"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","30","3","1","21.476040","0","143"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","44","4","1","31.250311","0","235"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","773","16","1","554.966675","0","52642"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","164","4","1","137.356735","0","2612"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","44","4","1","35.973824","0","338"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","44","6","1","41.787479","0","186"
